FirstAuthor,Year,Journal,doi,ColourMap
Kaur,2019,Clinical EEG and neuroscience,10.1177/1550059419842707,jet
Alicart,2019,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-019-00715-1,jet
Artola,2019,"Entropy (Basel, Switzerland)",10.3390/e21040411,NA
Kokkinos,2019,JAMA neurology,10.1001/jamaneurol.2019.0658,hot
Zibrandtsen,2019,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2019.03.001,NA
Mehnert,2019,NeuroImage. Clinical,10.1016/j.nicl.2019.101815,jet
Flinker,2019,Nature human behaviour,10.1038/s41562-019-0548-z,jet
Durongbhan,2019,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2019.2909100,NA
Li,2019,IEEE transactions on bio-medical engineering,10.1109/TBME.2019.2906688,jet
Ortiz-Mantilla,2019,Scientific reports,10.1038/s41598-019-41511-8,jet
Pavlov,2019,Psychophysiology,10.1111/psyp.13370,jet
Cantiani,2019,NeuroImage. Clinical,10.1016/j.nicl.2019.101778,jet
Zhao,2019,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2019.02.009,NA
Wianda,2019,Brain and behavior,10.1002/brb3.1263,jet
Canal,2019,Brain and cognition,10.1016/j.bandc.2019.02.001,jet
Casillas-Espinosa,2019,Epilepsia,10.1111/epi.14691,NA
Uyulan,2019,Biomedizinische Technik. Biomedical engineering,10.1515/bmt-2018-0105,NA
Wang,2019,Frontiers in human neuroscience,10.3389/fnhum.2019.00052,NA
de Vries,2019,NeuroImage,10.1016/j.neuroimage.2019.02.069,RdBu
Weersink,2019,Gait & posture,10.1016/j.gaitpost.2019.02.017,jet
Dornbierer,2019,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,10.1016/j.euroneuro.2019.02.004,jet-like
Iyoki,2019,Neuroreport,10.1097/WNR.0000000000001204,NA
Arnau,2019,NeuroImage,10.1016/j.neuroimage.2019.02.048,jet
Delisle-Rodriguez,2019,Journal of neural engineering,10.1088/1741-2552/ab08c8,parula
Zhang,2019,Biological psychology,10.1016/j.biopsycho.2019.02.001,jet
Barik,2019,Brain informatics,10.1186/s40708-019-0094-5,jet
Nakai,2019,Epilepsia,10.1111/epi.14648,NA
Lei,2019,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2019.2895064,NA
Soni,2019,International journal of yoga,10.4103/ijoy.IJOY_27_17,REMOVE
Gu,2019,Neuroscience letters,10.1016/j.neulet.2019.01.032,jet
Thornton,2019,Scientific reports,10.1038/s41598-018-36775-5,jet
Pidal-Miranda,2019,Frontiers in behavioral neuroscience,10.3389/fnbeh.2018.00323,NA
Vilas,2019,Neuropsychologia,10.1016/j.neuropsychologia.2019.01.007,NA
Piñeyro Salvidegoitia,2019,Psychophysiology,10.1111/psyp.13331,NA
Chao,2019,Computational intelligence and neuroscience,10.1155/2018/9750904,NA
Alazrai,2019,Neuroscience letters,10.1016/j.neulet.2018.12.045,NA
Peterson,2019,Journal of neural engineering,10.1088/1741-2552/aaf046,RdBu
van Driel,2019,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.2547-18.2018,NA
Johansson,2019,Seizure,10.1016/j.seizure.2018.12.024,jet
Gao,2020,Biological psychology,10.1016/j.biopsycho.2020.108006,jet
Wong,2020,Seizure,10.1016/j.seizure.2020.11.009,parula
Chung,2020,Frontiers in neurology,10.3389/fneur.2020.594679,NA
Vazquez-Marrufo,2020,Scientific reports,10.1038/s41598-020-77690-y,NA
Huang,2020,IEEE/ACM transactions on computational biology and bioinformatics,10.1109/TCBB.2020.3039834,viridis
Upadhyay,2020,Medical & biological engineering & computing,10.1007/s11517-020-02278-7,cool
Zhang,2020,Journal of neural engineering,10.1088/1741-2552/abca16,NA
Kim,2020,"Sensors (Basel, Switzerland)",10.3390/s20216365,NA
Williams,2020,Psychophysiology,10.1111/psyp.13722,RdBu
Grove,2020,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2020.08.013,jet
Ervin,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.09.023,NA
Gulín-González,2020,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2020.08.011,NA
Ishibashi,2020,Rinsho shinkeigaku = Clinical neurology,10.5692/clinicalneurol.cn-001460,jet-like
Sulpizio,2020,The European journal of neuroscience,10.1111/ejn.15013,jet
Supriya,2020,Health information science and systems,10.1007/s13755-020-00129-1,jet
DeLaRosa,2020,Brain and behavior,10.1002/brb3.1902,jet
Weber,2020,NeuroImage,10.1016/j.neuroimage.2020.117452,jet
Weber,2020,The European journal of neuroscience,10.1111/ejn.15008,jet
An,2020,Epilepsy research,10.1016/j.eplepsyres.2020.106475,jet
Prystauka,2020,Language and linguistics compass,10.1111/lnc3.12347,NA
Crane,2020,Addictive behaviors,10.1016/j.addbeh.2020.106669,jet
Kooiman,2020,Journal of neuroengineering and rehabilitation,10.1186/s12984-020-00761-8,jet
Zarei,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9176023,jet
Alibou,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9175244,jet
Wang,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9176202,jet
Abbasi,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9176057,NA
Murphy,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9175154,NA
Marturano,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9175462,NA
Wang,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9175460,NA
Zhang,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC44109.2020.9176705,parula
Jabran,2020,Frontiers in neurology,10.3389/fneur.2020.00941,RdYlBu
Medvedeva,2020,PloS one,10.1371/journal.pone.0239125,jet
Li,2020,Frontiers in neuroscience,10.3389/fnins.2020.00827,jet
Bočková,2020,"Journal of neural transmission (Vienna, Austria : 1996)",10.1007/s00702-020-02254-3,RdBu
Liu,2020,Brain topography,10.1007/s10548-020-00795-0,NA
Shalbaf,2020,Physical and engineering sciences in medicine,10.1007/s13246-020-00925-9,parula
Garbe,2020,United European gastroenterology journal,10.1177/2050640620959153,NA
Jacobsen,2020,The European journal of neuroscience,10.1111/ejn.14965,jet
Hsieh,2020,Psychophysiology,10.1111/psyp.13678,jet
Menceloglu,2020,PloS one,10.1371/journal.pone.0235744,NA
Jia,2020,PsyCh journal,10.1002/pchj.392,jet
Samogin,2020,Human brain mapping,10.1002/hbm.25184,NA
Lu,2020,Artificial intelligence in medicine,10.1016/j.artmed.2020.101920,parula
Rosenblum,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.06.029,jet
Pscherer,2020,Human brain mapping,10.1002/hbm.25178,jet
Jia,2020,Journal of neuroscience methods,10.1016/j.jneumeth.2020.108909,NA
Pascucci,2020,PLoS computational biology,10.1371/journal.pcbi.1007566,jet
Chylinski,2020,Clocks & sleep,10.3390/clockssleep2030020,NA
Kloosterman,2020,eLife,10.7554/eLife.54201,RdYlBu
Khare,2020,IEEE transactions on neural networks and learning systems,10.1109/TNNLS.2020.3008938,parula
Kant,2020,Journal of neuroscience methods,10.1016/j.jneumeth.2020.108886,NA
Wei,2020,Psychophysiology,10.1111/psyp.13643,jet
Capizzi,2020,Psychophysiology,10.1111/psyp.13642,jet
Scholten,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.05.037,jet
Guan,2020,Journal of experimental child psychology,10.1016/j.jecp.2020.104905,jet
Qiu,2020,Computational and mathematical methods in medicine,10.1155/2020/4930972,NA
Vainieri,2020,Psychological medicine,10.1017/S0033291720002056,jet
Luque-Casado,2020,Physiology & behavior,10.1016/j.physbeh.2020.113033,jet
Xu,2020,"Sensors (Basel, Switzerland)",10.3390/s20123496,NA
Kim,2020,Neurobiology of learning and memory,10.1016/j.nlm.2020.107269,jet
Singh,2020,Annals of neurology,10.1002/ana.25817,NA
Cao,2020,Advances in cognitive psychology,10.5709/acp-0279-z,jet
Tsypes,2020,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2020.04.003,parula
Ertl,2020,NeuroImage,10.1016/j.neuroimage.2020.117015,parula
Bassez,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.04.157,NA
López-García,2020,International journal of neural systems,10.1142/S0129065720500240,NA
Li,2020,"Sensors (Basel, Switzerland)",10.3390/s20113028,NA
Lee,2020,Biomedizinische Technik. Biomedical engineering,10.1515/bmt-2019-0195,NOACCESS
McAssey,2020,Journal of neurology,10.1007/s00415-020-09915-z,hot
Zhang,2020,Computational and mathematical methods in medicine,10.1155/2020/7902072,parula
Fellner,2020,Current biology : CB,10.1016/j.cub.2020.04.091,RdYlBu
Riddle,2020,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.0617-20.2020,RdBu
Muir,2020,Psychophysiology,10.1111/psyp.13595,hot
Zhou,2020,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,10.3969/j.issn.1671-7104.2020.02.006,NOACCESS
Auboiroux,2020,"Sensors (Basel, Switzerland)",10.3390/s20092706,parula
Tscherpel,2020,Brain : a journal of neurology,10.1093/brain/awaa127,jet
Bozhilova,2020,Behavioural brain research,10.1016/j.bbr.2020.112632,jet
Dhok,2020,Computers in biology and medicine,10.1016/j.compbiomed.2020.103691,NA
Yordanova,2020,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,10.1016/j.ijpsycho.2020.03.005,jet
Dubreuil-Vall,2020,Frontiers in neuroscience,10.3389/fnins.2020.00251,jet
Wang,2020,Physiological measurement,10.1088/1361-6579/ab8cb3,NA
Beatty,2020,"Cognitive, affective & behavioral neuroscience",10.3758/s13415-020-00792-7,parula
Shafiul Hasan,2020,Journal of neuroengineering and rehabilitation,10.1186/s12984-020-00675-5,NA
Zibrandtsen,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.03.006,parula
Ikemoto,2020,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,10.1016/j.clinph.2020.02.024,jet-like
Debnath,2020,Psychophysiology,10.1111/psyp.13580,NA
Goudman,2020,"Pain medicine (Malden, Mass.)",10.1093/pm/pnaa068,jet
Gu,2020,Neuroscience,10.1016/j.neuroscience.2020.04.006,jet-like
Arnau,2020,Psychophysiology,10.1111/psyp.13581,jet
Sun,2020,Psychology research and behavior management,10.2147/PRBM.S238063,parula
Yang,2020,Frontiers in human neuroscience,10.3389/fnhum.2020.00089,NA
Donos,2020,Frontiers in neuroscience,10.3389/fnins.2020.00183,hot
Zink,2020,Journal of neurophysiology,10.1152/jn.00074.2020,jet
Heid,2020,Journal of neurophysiology,10.1152/jn.00444.2019,jet
Wu,2020,IEEE transactions on cybernetics,10.1109/TCYB.2020.2977267,jet
Henao,2020,Neuroscience research,10.1016/j.neures.2020.03.004,hot
Alzueta,2020,NeuroImage,10.1016/j.neuroimage.2020.116754,parula
Oh,2020,NeuroImage,10.1016/j.neuroimage.2020.116757,hot
Shen,2020,Journal of neuroscience methods,10.1016/j.jneumeth.2020.108690,jet
Tariq,2020,PloS one,10.1371/journal.pone.0230184,jet
Soler,2020,Frontiers in neuroscience,10.3389/fnins.2020.00175,NA
Collazos-Huertas,2020,Frontiers in neuroscience,10.3389/fnins.2020.00155,parula
Takacs,2020,Human brain mapping,10.1002/hbm.24983,NA
Wang,2020,Scientific reports,10.1038/s41598-020-60693-0,jet
Napoli,2020,Scientific reports,10.1038/s41598-020-60354-2,NA
Bastuji,2020,The Journal of physiology,10.1113/JP279045,jet
Li,2020,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,10.7507/1001-5515.201811013,NOACCESS
Ferraro,2020,Cortex; a journal devoted to the study of the nervous system and behavior,10.1016/j.cortex.2019.12.032,parula
Delval,2020,Brain sciences,10.3390/brainsci10020090,jet
Mammone,2020,Neural networks : the official journal of the International Neural Network Society,10.1016/j.neunet.2020.01.027,parula
Shestopalova,2020,Neuroscience research,10.1016/j.neures.2020.01.007,jet
McKewen,2020,Psychophysiology,10.1111/psyp.13533,plasma
Brown,2020,Biological psychology,10.1016/j.biopsycho.2020.107841,jet
Dallmer-Zerbe,2020,Brain topography,10.1007/s10548-020-00752-x,jet
Blinowska,2020,International journal of neural systems,10.1142/S0129065720500033,parula
O' Toole,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8856533,parula
Zhang,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8857321,parula
Ma,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8857774,parula
Yang,2020,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC.2019.8857672,NA
Kinoshita,2020,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2020.2964597,NA
Geng,2020,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,10.1109/TNSRE.2020.2966290,parula
Fu,2020,Frontiers in psychology,10.3389/fpsyg.2019.02656,NA
Kumar,2020,Frontiers in neurorobotics,10.3389/fnbot.2019.00107,jet
Alicart,2020,NeuroImage,10.1016/j.neuroimage.2020.116520,jet
